,cursor,mouse,file,clipboard,delete,process,thread,desktop,window,monitor,service,reg,internet,http,ftp,url,icmp,environment,isdebugger,heap,execute,family_name
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,accdfisa
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,aura
2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,aura
3,1,0,11,1,2,4,1,0,6,0,0,0,0,0,0,0,0,4,1,5,1,bitman
4,2,0,39,1,7,10,8,2,35,1,0,11,0,0,0,0,0,9,1,7,0,bitman
5,2,0,39,1,7,10,8,2,35,1,0,11,0,0,0,0,0,9,1,7,0,bitman
6,2,0,20,4,4,11,3,0,7,0,0,5,5,2,0,0,0,5,1,7,3,bitman
7,2,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,bitman
8,5,0,24,6,3,1,4,6,43,0,0,11,0,0,0,0,2,0,0,0,0,bitman
9,0,0,1,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,bitman
10,0,0,29,0,9,9,5,0,17,0,0,21,0,0,0,0,0,6,1,6,3,bitman
11,1,1,16,1,3,4,2,1,22,0,0,3,4,0,0,1,0,4,1,5,0,bitman
12,6,0,6,6,2,3,6,1,29,0,22,31,0,0,0,0,0,0,0,1,0,bitman
13,7,2,54,5,7,9,14,2,42,0,0,28,0,0,0,0,0,7,1,7,2,bitman
14,0,0,20,0,1,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,bitman
15,0,0,3,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,bitman
16,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bitman
17,0,0,19,0,11,2,1,0,1,0,0,43,0,0,0,0,0,0,0,0,0,bitman
18,1,0,12,3,4,0,0,1,6,0,0,5,0,0,0,0,0,0,0,1,0,bitman
19,3,0,37,0,5,12,11,2,12,0,0,15,0,0,0,0,0,5,1,6,1,bitman
20,2,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,bitman
21,5,1,35,10,10,7,4,2,56,1,1,25,0,0,0,0,0,6,1,5,3,bitman
22,2,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,bitman
23,0,0,29,0,9,9,5,0,17,0,0,21,0,0,0,0,0,6,1,6,3,bitman
24,2,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,bitman
25,2,0,20,4,4,11,3,0,7,0,0,5,5,2,0,0,0,5,1,7,3,bitman
26,10,1,2,10,0,3,5,1,44,0,0,6,0,0,0,0,0,0,0,1,0,bitman
27,2,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,bitman
28,3,0,37,0,5,12,11,2,12,0,0,15,0,0,0,0,0,5,1,6,1,bitman
29,2,0,24,3,4,7,6,2,25,0,0,20,0,0,0,0,0,5,0,6,0,bitman
30,2,0,41,0,3,11,7,1,10,1,0,10,0,0,0,0,2,4,0,6,3,cerber
31,1,0,23,0,4,5,4,0,1,0,0,2,0,0,0,0,0,2,1,7,0,cerber
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,critroni
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,critroni
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,critroni
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,critroni
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,critroni
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,critroni
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,critroni
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,critroni
40,3,0,13,1,3,0,0,1,13,0,9,18,23,7,5,20,0,1,0,0,0,crowti
41,2,0,14,1,3,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,crowti
42,3,0,42,0,7,0,1,0,12,0,3,12,32,7,11,23,1,0,0,0,0,crowti
43,3,0,13,1,3,0,0,1,13,0,9,18,23,7,5,20,0,1,0,0,0,crowti
44,2,0,14,1,3,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,crowti
45,2,0,21,0,6,0,0,0,10,0,0,7,0,0,0,0,1,0,0,0,0,crowti
46,3,0,13,1,3,0,0,1,13,0,9,18,23,7,5,20,0,1,0,0,0,crowti
47,1,0,5,0,2,1,2,1,6,0,0,7,0,0,0,0,0,0,0,0,0,crowti
48,0,0,12,1,5,0,0,0,14,0,0,4,10,3,4,7,0,0,0,0,0,crowti
49,1,0,17,0,2,0,0,0,1,0,0,0,26,9,11,20,0,0,0,0,1,crowti
50,1,0,17,0,2,0,0,0,1,0,0,0,26,9,11,20,0,0,0,0,1,crowti
51,4,0,9,2,5,7,2,2,24,0,0,15,0,0,0,0,1,0,0,0,1,crowti
52,0,0,5,0,1,5,1,0,0,0,0,0,0,0,0,0,0,2,1,6,0,crowti
53,3,0,1,0,1,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,crowti
54,1,0,2,1,3,0,2,1,4,0,5,21,0,0,0,0,0,0,0,0,0,crowti
55,3,0,1,0,1,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,crowti
56,3,0,1,0,1,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,crowti
57,3,0,42,0,7,0,1,0,12,0,3,12,32,7,11,23,1,0,0,0,0,crowti
58,3,0,17,0,3,4,12,1,4,0,0,2,0,0,0,0,0,0,0,0,0,crowti
59,1,0,17,0,2,0,0,0,1,0,0,0,26,9,11,20,0,0,0,0,1,crowti
60,0,0,7,1,2,0,0,0,3,0,1,10,7,0,5,4,0,0,0,0,0,crowti
61,3,0,42,0,7,0,1,0,12,0,3,12,32,7,11,23,1,0,0,0,0,crowti
62,0,0,7,1,2,0,0,0,3,0,1,10,7,0,5,4,0,0,0,0,0,crowti
63,3,0,1,0,1,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,crowti
64,1,0,17,3,5,1,2,1,8,0,0,6,0,0,0,0,0,0,0,1,0,crowti
65,0,1,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,crowti
66,2,0,14,1,3,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,crowti
67,2,0,14,1,3,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,crowti
68,3,0,1,0,1,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,crowti
69,6,1,30,10,7,5,18,4,51,4,0,16,0,0,0,0,0,1,0,0,2,crowti
70,1,0,3,0,2,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,crowti
71,3,0,1,0,1,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,crowti
72,1,0,2,1,3,0,2,1,4,0,5,21,0,0,0,0,0,0,0,0,0,crowti
73,1,0,2,1,3,0,2,1,4,0,5,21,0,0,0,0,0,0,0,0,0,crowti
74,3,0,13,1,3,0,0,1,13,0,9,18,23,7,5,20,0,1,0,0,0,crowti
75,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,crowti
76,3,0,1,0,1,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,crowti
77,3,0,36,0,6,1,2,1,19,0,6,21,43,10,17,33,1,0,0,0,0,crowti
78,2,0,9,0,9,2,3,0,11,0,0,47,0,0,0,0,0,0,0,0,0,crowti
79,0,0,32,1,5,6,6,0,1,0,0,8,4,0,0,1,0,0,0,0,2,cryakl
80,0,0,32,1,5,6,6,0,1,0,0,8,4,0,0,1,0,0,0,0,2,cryakl
81,0,0,32,1,5,6,6,0,1,0,0,8,4,0,0,1,0,0,0,0,2,cryakl
82,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,cryptowall
83,0,0,7,1,3,1,0,0,3,0,0,1,0,0,0,0,0,1,0,3,0,cryptowall
84,3,0,1,0,1,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,cryptowall
85,3,0,47,2,9,1,4,3,22,0,7,26,47,11,18,36,1,0,0,0,0,cryptowall
86,3,0,47,2,9,1,4,3,22,0,7,26,47,11,18,36,1,0,0,0,0,cryptowall
87,0,0,7,1,3,1,0,0,3,0,0,1,0,0,0,0,0,1,0,3,0,cryptowall
88,0,0,7,1,3,1,0,0,3,0,0,1,0,0,0,0,0,1,0,3,0,cryptowall
89,4,0,7,6,3,14,2,0,18,0,0,8,0,0,0,0,0,4,1,6,0,cryptowall
90,0,0,7,1,3,1,0,0,3,0,0,1,0,0,0,0,0,1,0,3,0,cryptowall
91,3,0,47,2,9,1,4,3,22,0,7,26,47,11,18,36,1,0,0,0,0,cryptowall
92,3,0,47,2,9,1,4,3,22,0,7,26,47,11,18,36,1,0,0,0,0,cryptowall
93,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,cryptowall
94,3,0,47,2,9,1,4,3,22,0,7,26,47,11,18,36,1,0,0,0,0,cryptowall
95,0,0,7,0,1,0,2,0,3,0,0,4,0,0,0,0,0,0,0,0,1,cryptowall
96,3,0,47,2,9,1,4,3,22,0,7,26,47,11,18,36,1,0,0,0,0,cryptowall
97,3,0,47,2,9,1,4,3,22,0,7,26,47,11,18,36,1,0,0,0,0,cryptowall
98,1,0,17,3,3,7,1,0,4,0,0,12,0,0,0,0,0,3,1,5,0,cryptowall
99,1,0,16,0,3,1,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,cryptowall
100,1,0,16,5,5,5,4,1,11,0,1,13,0,0,0,0,4,4,0,0,1,cryptowall
101,0,0,7,1,3,1,0,0,3,0,0,1,0,0,0,0,0,1,0,3,0,cryptowall
102,3,0,47,2,9,1,4,3,22,0,7,26,47,11,18,36,1,0,0,0,0,cryptowall
103,3,0,47,2,9,1,4,3,22,0,7,26,47,11,18,36,1,0,0,0,0,cryptowall
104,3,0,47,2,9,1,4,3,22,0,7,26,47,11,18,36,1,0,0,0,0,cryptowall
105,3,0,13,1,3,0,0,1,13,0,9,18,23,7,5,20,0,1,0,0,0,cryptowall
106,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,cryptowall
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,crysis
108,2,0,1,0,1,2,0,0,1,0,2,9,0,0,0,0,0,0,0,1,0,dalexis
109,0,0,4,0,3,2,0,0,0,0,2,10,0,0,0,0,0,1,0,1,0,dalexis
110,0,0,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,dalexis
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dalexis
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dalexis
113,0,0,1,0,0,3,1,0,4,0,0,2,0,0,0,0,0,2,0,1,0,dalexis
114,6,1,29,10,7,5,18,4,51,4,0,16,0,0,0,0,0,1,0,0,2,deshacop
115,4,0,23,4,4,6,3,0,20,0,0,1,0,0,0,0,0,3,1,7,1,deshacop
116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,district
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,donoff
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,equationdrug
119,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fsysna
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fsysna
121,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fsysna
122,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,fsysna
123,4,0,26,5,6,9,9,1,33,0,10,22,0,0,0,1,0,0,1,5,0,gamarue
124,2,0,41,5,4,10,5,1,10,0,0,23,0,0,0,0,1,3,0,5,5,gamarue
125,2,0,22,4,4,4,1,0,18,0,0,11,0,0,0,0,0,2,0,0,1,gamarue
126,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gamarue
127,2,0,41,5,4,10,5,1,10,0,0,23,0,0,0,0,1,3,0,5,5,gamarue
128,6,0,38,8,6,10,16,1,36,0,0,19,0,0,0,0,1,1,0,1,3,gamarue
129,3,0,11,5,2,0,2,1,20,0,0,8,0,0,0,0,1,0,0,0,3,gamarue
130,2,0,21,0,7,5,4,0,5,0,0,2,0,0,0,0,0,5,1,8,0,gamarue
131,4,0,36,3,8,9,7,1,47,0,0,24,0,0,0,0,0,7,1,7,2,gamarue
132,0,0,19,0,3,7,4,1,3,1,0,12,0,0,0,0,0,3,1,7,0,gandcrypt
133,0,0,5,2,1,1,0,0,7,0,0,1,0,0,0,0,0,1,0,2,0,high
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jigsaw
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,karo
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,karo
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kelios
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kraken
139,0,0,51,0,4,9,8,1,4,0,12,12,0,0,0,0,0,7,1,8,0,locky
140,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
141,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
142,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
143,0,0,50,0,4,8,7,1,4,0,12,12,0,0,0,0,0,7,1,8,0,locky
144,0,0,50,0,4,8,7,0,4,0,12,13,0,0,0,0,0,7,1,8,0,locky
145,4,1,46,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
146,4,1,50,0,4,9,8,1,23,3,12,14,0,0,0,0,0,6,1,8,0,locky
147,0,0,50,0,4,8,7,1,5,0,12,13,0,0,0,0,0,7,1,8,0,locky
148,4,1,46,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
149,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
150,4,1,45,0,4,9,8,1,25,3,12,14,0,0,0,0,0,4,1,7,0,locky
151,4,1,45,0,4,9,8,1,25,3,12,14,0,0,0,0,0,4,1,7,0,locky
152,0,0,8,0,1,5,2,0,0,0,0,0,0,0,0,0,0,2,1,7,0,locky
153,4,1,50,0,4,9,8,1,23,3,12,14,0,0,0,0,0,6,1,8,0,locky
154,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
155,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
156,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
157,4,1,37,0,8,16,6,1,23,3,7,13,0,9,0,0,0,7,1,7,0,locky
158,4,1,37,0,8,16,6,1,23,3,7,13,0,9,0,0,0,7,1,7,0,locky
159,0,0,50,0,4,8,7,1,4,0,12,12,0,0,0,0,0,7,1,8,0,locky
160,0,0,50,0,4,9,8,1,5,0,12,13,0,0,0,0,0,7,1,8,0,locky
161,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
162,4,1,46,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
163,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
164,4,1,50,0,4,9,8,1,23,3,12,14,0,0,0,0,0,6,1,8,0,locky
165,4,1,50,0,4,9,8,1,23,3,12,14,0,0,0,0,0,6,1,8,0,locky
166,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
167,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,locky
168,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
169,4,1,50,0,4,9,8,1,23,3,12,14,0,0,0,0,0,6,1,8,0,locky
170,0,0,51,0,4,9,8,1,5,0,12,13,0,0,0,0,0,7,1,8,0,locky
171,4,1,45,0,4,9,8,1,25,3,12,14,0,0,0,0,0,4,1,7,0,locky
172,0,0,22,0,5,7,4,0,1,0,0,7,8,6,0,1,0,2,1,6,1,locky
173,4,1,37,0,8,16,6,1,24,3,7,14,0,9,0,0,0,7,1,7,0,locky
174,0,0,51,0,4,9,8,1,5,0,12,13,0,0,0,0,0,7,1,8,0,locky
175,0,0,51,0,4,9,8,1,5,0,12,13,0,0,0,0,0,7,1,8,0,locky
176,0,0,50,0,4,9,8,1,5,0,12,13,0,0,0,0,0,7,1,8,0,locky
177,4,1,37,0,8,16,6,0,23,3,7,14,0,9,0,0,0,7,1,7,0,locky
178,4,1,36,0,8,16,6,0,23,3,7,14,0,9,0,0,0,7,1,7,0,locky
179,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
180,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
181,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
182,0,0,11,0,1,7,1,0,1,0,0,0,0,0,0,0,0,2,1,5,0,locky
183,0,0,50,0,4,8,7,0,4,0,12,13,0,0,0,0,0,7,1,8,0,locky
184,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
185,4,1,37,0,8,16,6,1,22,3,7,12,0,9,0,0,0,7,1,7,0,locky
186,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,locky
187,4,1,50,0,4,9,8,1,23,3,12,14,0,0,0,0,0,6,1,8,0,locky
188,4,1,50,0,4,9,8,1,23,3,12,14,0,0,0,0,0,6,1,8,0,locky
189,0,0,51,0,4,9,8,1,4,0,12,12,0,0,0,0,0,7,1,8,0,locky
190,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,locky
191,0,0,50,0,4,8,7,1,4,0,12,12,0,0,0,0,0,7,1,8,0,locky
192,0,0,8,0,1,5,2,0,0,0,0,0,0,0,0,0,0,2,1,7,0,locky
193,4,1,50,0,4,9,8,1,23,3,12,14,0,0,0,0,0,6,1,8,0,locky
194,0,0,51,0,4,9,8,1,5,0,12,13,0,0,0,0,0,7,1,8,0,locky
195,4,1,50,0,4,9,8,1,23,3,12,14,0,0,0,0,0,6,1,8,0,locky
196,4,1,45,0,4,9,8,1,25,3,12,14,0,0,0,0,0,4,1,7,0,locky
197,1,0,14,2,4,0,1,0,7,0,0,2,20,6,10,14,0,0,0,0,0,locky
198,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,locky
199,0,0,51,0,4,9,8,1,4,0,12,12,0,0,0,0,0,7,1,8,0,locky
200,4,1,37,0,8,16,6,1,23,3,7,13,0,9,0,0,0,7,1,7,0,locky
201,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
202,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,locky
203,0,0,22,0,5,7,4,0,1,0,0,7,8,6,0,1,0,2,1,6,1,locky
204,4,1,46,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
205,4,1,46,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
206,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
207,0,0,50,0,4,8,7,1,5,0,12,13,0,0,0,0,0,7,1,8,0,locky
208,0,0,22,0,5,7,4,0,1,0,0,7,8,6,0,1,0,2,1,6,1,locky
209,0,0,51,0,4,9,8,0,4,0,12,13,0,0,0,0,0,7,1,8,0,locky
210,0,0,51,0,4,9,8,1,4,0,12,12,0,0,0,0,0,7,1,8,0,locky
211,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
212,0,0,9,0,1,6,1,0,0,0,0,0,0,0,0,0,0,3,1,6,0,locky
213,0,0,8,0,1,5,2,0,0,0,0,0,0,0,0,0,0,2,1,7,0,locky
214,4,1,50,0,4,9,8,1,23,3,12,14,0,0,0,0,0,6,1,8,0,locky
215,0,0,51,0,4,9,8,1,5,0,12,13,0,0,0,0,0,7,1,8,0,locky
216,0,0,11,0,1,6,1,0,0,0,0,0,0,0,0,0,0,2,1,7,0,locky
217,0,0,51,0,4,9,8,1,4,0,12,12,0,0,0,0,0,7,1,8,0,locky
218,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
219,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,locky
220,4,1,50,0,4,9,8,1,23,3,12,14,0,0,0,0,0,6,1,8,0,locky
221,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
222,0,0,51,0,4,9,8,1,5,0,12,13,0,0,0,0,0,7,1,8,0,locky
223,1,0,5,0,1,5,1,0,0,0,0,0,0,0,0,0,0,2,1,6,0,locky
224,4,1,50,0,4,9,8,1,23,3,12,14,0,0,0,0,0,6,1,8,0,locky
225,0,0,50,0,4,8,7,1,5,0,12,13,0,0,0,0,0,7,1,8,0,locky
226,4,1,46,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
227,0,0,51,0,4,9,8,1,5,0,12,13,0,0,0,0,0,7,1,8,0,locky
228,0,0,50,0,4,8,7,1,5,0,12,13,0,0,0,0,0,7,1,8,0,locky
229,4,1,45,0,4,9,8,1,25,3,12,14,0,0,0,0,0,4,1,7,0,locky
230,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
231,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
232,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,locky
233,4,1,50,0,4,9,8,1,23,3,12,14,0,0,0,0,0,6,1,8,0,locky
234,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
235,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
236,3,1,4,4,1,3,4,1,11,0,0,16,0,0,0,0,0,0,0,0,0,locky
237,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
238,0,0,50,0,4,8,7,1,4,0,12,12,0,0,0,0,0,7,1,8,0,locky
239,0,0,8,0,1,5,2,0,0,0,0,0,0,0,0,0,0,2,1,7,0,locky
240,4,1,46,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
241,0,0,51,0,4,9,8,1,4,0,12,12,0,0,0,0,0,7,1,8,0,locky
242,4,1,50,0,4,9,8,1,23,3,12,14,0,0,0,0,0,6,1,8,0,locky
243,4,1,46,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
244,4,1,50,0,4,9,8,1,23,3,12,14,0,0,0,0,0,6,1,8,0,locky
245,4,1,46,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
246,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,locky
247,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
248,4,1,50,0,4,9,8,1,23,3,12,14,0,0,0,0,0,6,1,8,0,locky
249,4,1,50,0,4,9,8,1,23,3,12,14,0,0,0,0,0,6,1,8,0,locky
250,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
251,0,0,8,0,1,5,2,0,0,0,0,0,0,0,0,0,0,2,1,7,0,locky
252,0,0,50,0,4,8,7,1,5,0,12,13,0,0,0,0,0,7,1,8,0,locky
253,4,1,46,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
254,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,locky
255,4,1,50,0,4,9,8,1,23,3,12,14,0,0,0,0,0,6,1,8,0,locky
256,4,1,46,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
257,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
258,4,1,50,0,4,9,8,1,23,3,12,14,0,0,0,0,0,6,1,8,0,locky
259,4,1,45,0,4,9,8,1,25,3,12,14,0,0,0,0,0,4,1,7,0,locky
260,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
261,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,locky
262,0,0,6,0,1,5,1,0,0,0,0,0,0,0,0,0,0,2,1,6,0,locky
263,4,1,50,0,4,9,8,1,23,3,12,14,0,0,0,0,0,6,1,8,0,locky
264,0,0,50,0,4,8,7,1,5,0,12,13,0,0,0,0,0,7,1,8,0,locky
265,4,1,45,0,4,9,8,1,25,3,12,14,0,0,0,0,0,4,1,7,0,locky
266,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,locky
267,0,0,49,0,4,8,7,1,5,0,12,13,0,0,0,0,0,7,1,8,0,locky
268,4,1,46,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
269,4,1,50,0,4,9,8,1,23,3,12,14,0,0,0,0,0,6,1,8,0,locky
270,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
271,4,1,50,0,4,9,8,1,23,3,12,14,0,0,0,0,0,6,1,8,0,locky
272,4,1,50,0,4,9,8,1,23,3,12,14,0,0,0,0,0,6,1,8,0,locky
273,0,0,51,0,4,9,8,1,5,0,12,13,0,0,0,0,0,7,1,8,0,locky
274,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
275,0,0,50,0,4,8,7,1,5,0,12,13,0,0,0,0,0,7,1,8,0,locky
276,4,1,49,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
277,0,0,51,0,4,9,8,1,5,0,12,13,0,0,0,0,0,7,1,8,0,locky
278,0,0,50,0,4,8,7,1,5,0,12,13,0,0,0,0,0,7,1,8,0,locky
279,4,1,50,0,4,9,8,1,23,3,12,14,0,0,0,0,0,6,1,8,0,locky
280,0,0,50,0,4,8,7,1,5,0,12,13,0,0,0,0,0,7,1,8,0,locky
281,4,1,46,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
282,0,0,50,0,4,8,7,1,5,0,12,13,0,0,0,0,0,7,1,8,0,locky
283,4,1,46,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
284,0,0,50,0,4,9,8,1,5,0,12,13,0,0,0,0,0,7,1,8,0,locky
285,4,1,50,0,4,9,8,1,23,3,12,14,0,0,0,0,0,6,1,8,0,locky
286,4,1,45,0,4,9,8,1,25,3,12,14,0,0,0,0,0,4,1,7,0,locky
287,4,1,46,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
288,4,1,46,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
289,0,0,51,0,4,9,8,1,4,0,12,12,0,0,0,0,0,7,1,8,0,locky
290,4,1,46,0,4,9,8,1,22,3,12,13,0,0,0,0,0,4,1,7,0,locky
